champion,takedownsBeforeJungleMinionSpawn,maxCsAdvantageOnLaneOpponent,bountyLevel,champExperience,champLevel,firstBloodAssist,firstBloodKill,longestTimeSpentLiving,earliestBaron,controlWardTimeCoverageInRiverOrEnemyHalf,baronBuffGoldAdvantageOverThreshold,earliestDragonTakedown,earliestElderDragon,earlyLaningPhaseGoldExpAdvantage,fastestLegendary,junglerKillsEarlyJungle,killsOnLanersEarlyJungleAsJungler,laningPhaseGoldExpAdvantage,maxCsAdvantageOnLaneOpponent.1,maxLevelLeadLaneOpponent,bountyGold,buffsStolen,acesBefore15Minutes,epicMonsterKillsNearEnemyJungler,epicMonsterKillsWithin30SecondsOfSpawn,epicMonsterSteals,initialBuffCount,initialCrabCount,jungleCsBefore10Minutes,junglerTakedownsNearDamagedEpicMonster,killsNearEnemyTurret,killsUnderOwnTurret,killsWithHelpFromEpicMonster,maxKillDeficit,moreEnemyJungleThanOpponent,multiTurretRiftHeraldCount,perfectDragonSoulsTaken,perfectGame,quickFirstTurret,quickSoloKills,scuttleCrabKills,teamElderDragonKills,teamRiftHeraldKills,visionScorePerMinute,voidMonsterKill,goldPerMinute,enemy_ally_ratio,monster_minion_ratio,gpm_per_Alliedjg,Cluster
JarvanIV,0.0041175968595323405,0.07253553242842825,0.10154707044107962,0.32246590284891063,0.7069892473118279,0.1480414746543779,0.09850230414746544,0.21078993783557115,0.6948167869815766,0.7214582515753443,0.768721198156682,0.37196963286941925,0.9896896106626052,0.05933179723502304,0.9784205301187741,0.01970046082949309,0.1326164874551971,0.07085253456221198,0.07253553242842825,0.14326036866359448,0.030178378595816926,0.10733486943164361,0.0031682027649769587,0.0587557603686636,0.04688940092165899,0.025921658986175114,0.49668778801843316,0.4804147465437788,0.4985767024913029,0.02721774193548387,0.0686563940092166,0.05203533026113671,0.024049539170506912,0.040962621607782884,0.6764720345478681,0.0034562211981566822,0.04838709677419355,0.000576036866359447,0.002304147465437788,0.0003600230414746544,0.2103357472021066,0.005184331797235023,0.19066820276497695,0.18590928180363928,0.3025764558022622,0.3237819494189007,0.03754528435273773,0.2130754287952621,0.03693654143881941,4
Ivern,0.004813477737665459,0.05139557562537594,0.05363589479112941,0.3070322690268403,0.6852787805856398,0.20938628158844766,0.048134777376654635,0.2251831582464672,0.6534747436748706,0.7292516956988268,0.7316486161251504,0.41613865632566954,0.9918863450422223,0.048134777376654635,0.9979262424008295,0.015162454873646211,0.08918304586174623,0.044524669073405534,0.05139557562537594,0.13622141997593262,0.012769949869644772,0.16405936622543119,0.005415162454873646,0.048736462093862815,0.022141997593261135,0.01444043321299639,0.5373044524669074,0.47352587244283995,0.4596287590082924,0.009927797833935019,0.03647713598074609,0.036903329322101885,0.013688327316486162,0.053483085974060686,0.6931994267906072,0.0024067388688327317,0.03730445246690734,0.0,0.0012033694344163659,0.0,0.21454357916451774,0.004412354592860008,0.21419975932611313,0.21137524538965963,0.29821682529263754,0.27226518575639136,0.030271600086343504,0.213211256946672,0.034853164850206925,4
FiddleSticks,0.001360717778628225,0.07841822998830836,0.08974905691323598,0.3218556170277084,0.7092231151932644,0.08036739380022963,0.0505166475315729,0.21645689865006038,0.665571104762343,0.6778486394949134,0.756601607347876,0.40195850338793976,0.987661129028632,0.06314580941446613,0.986296252032763,0.0073478760045924225,0.11940298507462686,0.0574052812858783,0.07841822998830836,0.1378874856486797,0.0344953983276227,0.07717821150656971,0.001148105625717566,0.07821469575200919,0.06475315729047074,0.02831993876769996,0.47847301951779564,0.4563719862227325,0.5266407432511847,0.027554535017221583,0.05991676234213548,0.06250797295573415,0.03214695752009185,0.05289790364417229,0.6787888149148303,0.006888633754305396,0.0574052812858783,0.0,0.0,0.0008610792192881745,0.19042151877972768,0.006123230003827018,0.18140068886337543,0.3483021328211428,0.3440141947604634,0.31653065202985026,0.035520910159519664,0.18402544503583698,0.030372666676171684,4
Rammus,0.002057613168724278,0.0669765643747686,0.07223985890652554,0.32384063380358313,0.7102057613168724,0.14444444444444443,0.11234567901234568,0.2164834503045885,0.6383634800934209,0.711304918453553,0.7320987654320987,0.46964989581197103,0.9934648461194713,0.056790123456790124,0.9894998471139885,0.010617283950617283,0.11440329218106994,0.05925925925925926,0.0669765643747686,0.13790123456790124,0.022800576887719425,0.07489711934156379,0.0049382716049382715,0.0763888888888889,0.05407407407407408,0.0345679012345679,0.4719135802469136,0.46296296296296297,0.45601439793676574,0.021296296296296296,0.05810185185185185,0.04567901234567901,0.01728395061728395,0.049885688157293086,0.676158803571705,0.007407407407407408,0.02345679012345679,0.0,0.0012345679012345679,0.0,0.2127865961199294,0.0028806584362139915,0.19074074074074074,0.171696126215432,0.3654320987654321,0.29892746757704913,0.03754243987633589,0.18568856076167178,0.03342680419607817,4
Zac,0.0021665119158155353,0.07514696297977132,0.10179068842021485,0.33399213195061384,0.7257814917982048,0.11513463324048283,0.055710306406685235,0.22476513001684545,0.632701630732067,0.7685673679385399,0.7181987000928505,0.3486724388520293,0.9934113752789993,0.04456824512534819,0.9572128530567292,0.012256267409470754,0.12679253069225213,0.0882079851439183,0.07514696297977132,0.14911792014856082,0.028314906757322858,0.07345507066955534,0.002785515320334262,0.0771819870009285,0.04772516248839369,0.028783658310120707,0.4795728876508821,0.4554317548746518,0.4925479244588577,0.02576601671309192,0.06186165273909006,0.062416176622304746,0.026578458681522747,0.05062072285842015,0.6668820968421253,0.0064995357474466105,0.06406685236768803,0.0,0.0,0.0,0.19677676084361315,0.003095017022593624,0.20055710306406685,0.16497777499792704,0.3298725415717059,0.32846142437523695,0.03510106882153995,0.1896818226685071,0.03291900807526069,4
RekSai,0.0011979634621144043,0.08011986830352838,0.10978051597997686,0.3416918460949161,0.736388140161725,0.13611859838274934,0.1522911051212938,0.2151707013649029,0.6203045848293486,0.7081327345097719,0.7068733153638814,0.30174531819884687,0.9841905997517144,0.057951482479784364,0.9426338098231898,0.01913746630727763,0.18852949985025455,0.1078167115902965,0.08011986830352838,0.15660377358490565,0.044932614555256066,0.12593590895477688,0.006064690026954178,0.07243935309973046,0.06253369272237197,0.02605570530098832,0.4757412398921833,0.4636118598382749,0.4854256485235923,0.04413746630727763,0.10882749326145552,0.05825097334531297,0.03554582210242588,0.04871718079265248,0.680299685172009,0.005390835579514825,0.0660377358490566,0.0,0.0026954177897574125,0.0006738544474393531,0.22054293415479395,0.006738544474393531,0.21293800539083557,0.1878986961566606,0.3512619456015682,0.3630001840299161,0.04483775094935093,0.20519818231008627,0.03740567367698637,5
MonkeyKing,0.003671427418704104,0.09084847661333383,0.11462807345160284,0.3388918710067723,0.7301379811183732,0.08932461873638345,0.12636165577342048,0.22198882471479311,0.6459637867501681,0.7349809677899134,0.7510893246187363,0.3336028098361756,0.972363064227334,0.07625272331154684,0.9572738584473894,0.023965141612200435,0.14717985959816027,0.0915032679738562,0.09084847661333383,0.1537037037037037,0.04926418552772672,0.11220043572984749,0.004357298474945534,0.0784313725490196,0.06427015250544663,0.032679738562091505,0.5008169934640523,0.4950980392156863,0.5069437767231406,0.046840958605664486,0.09810729847494554,0.050714112805616066,0.044526143790849675,0.045348180424433136,0.6765373122675812,0.010893246187363835,0.08387799564270153,0.0010893246187363835,0.0,0.00013616557734204794,0.22237784002489877,0.013071895424836602,0.22440087145969498,0.18851149218030977,0.3420479302832244,0.3498843724917823,0.037492081175565954,0.2219471333973168,0.03789931815948555,5
XinZhao,0.003659909909909907,0.07726391211630226,0.10895270270270266,0.32067619524889196,0.7056306306306307,0.11317567567567567,0.15287162162162163,0.192387239490898,0.6583165276402234,0.7231346964880362,0.7508445945945946,0.35095320281605435,0.9955665468516599,0.06756756756756757,0.9673228269094755,0.03175675675675676,0.1644144144144144,0.08361486486486487,0.07726391211630226,0.13640202702702703,0.029570435188912055,0.11608483483483482,0.004222972972972973,0.05806587837837838,0.058783783783783794,0.013795045045045045,0.49408783783783783,0.46621621621621623,0.4889687202428178,0.02977195945945946,0.08989653716216216,0.04335585585585585,0.026393581081081082,0.044607107107107094,0.6801373296516454,0.008445945945945946,0.05067567567567568,0.0008445945945945946,0.0008445945945945946,0.000316722972972973,0.22454150579150572,0.0019707207207207205,0.20354729729729729,0.18254255495350438,0.34689803439803435,0.34364124986149225,0.0429081642912937,0.21355938787464848,0.03851612331083255,5
LeeSin,0.004663721158566515,0.07381280925544755,0.13209551861981902,0.3130515893472535,0.6935689739813451,0.10088365243004419,0.14432989690721648,0.20951874376566354,0.7085338690728067,0.6479782553844396,0.7868188512518409,0.35692424037017145,0.9929264151071174,0.07768777614138439,0.9509080447888869,0.0288659793814433,0.17983963344788084,0.09425625920471281,0.07381280925544755,0.14315169366715758,0.029118544290588952,0.12301587301587301,0.002761413843888071,0.06585972017673049,0.05787923416789397,0.02626411389297987,0.49254418262150224,0.49374079528718706,0.49494809258432587,0.036450662739322535,0.10396723122238587,0.05526918671248568,0.030375552282768777,0.03522336769759449,0.6845217305441925,0.008836524300441826,0.053387334315169364,0.0003681885125184094,0.0022091310751104565,0.0009204712812960235,0.21994003787081837,0.003559155621011291,0.2030559646539028,0.2159423184346539,0.3370598473691257,0.3371469883597636,0.045025008143369016,0.21867333282651838,0.04072661399324838,5
Gragas,0.003576327650401721,0.07185289588555253,0.1250566893424036,0.33489531324053884,0.7238095238095239,0.12566137566137567,0.10317460317460317,0.21930472418277291,0.6421897494951838,0.7328992247986311,0.7215608465608465,0.3815394489182634,0.9925455277499373,0.047619047619047616,0.9617706316618212,0.016402116402116404,0.14153439153439154,0.08068783068783068,0.07185289588555253,0.1417989417989418,0.04124963639476312,0.10302763080540858,0.0026455026455026454,0.07622354497354497,0.06137566137566138,0.03350970017636684,0.4904100529100529,0.46296296296296297,0.46360956148289706,0.0333994708994709,0.07944775132275132,0.06731334509112287,0.03488756613756614,0.044140701548108945,0.6801163773051923,0.003968253968253968,0.0582010582010582,0.0,0.0,0.01240079365079365,0.22534013605442169,0.003527336860670194,0.2175925925925926,0.17708812998293824,0.32876382876382876,0.33985890036118677,0.038911386078723374,0.20367645475936855,0.03645503781175639,5
Elise,0.003993778114095931,0.05710857270326585,0.15699691908545482,0.30969087833646336,0.6880438895194854,0.1441543700340522,0.16174801362088537,0.2046763761970982,0.6475951669392999,0.7047646057065233,0.7329738933030647,0.4052868846857446,0.989045251624022,0.061861520998864925,0.9398460777828773,0.03280363223609535,0.21276327405725814,0.06980703745743473,0.05710857270326585,0.13354143019296255,0.026164706709179242,0.14049691007693277,0.002553916004540295,0.05136208853575482,0.06345062429057889,0.01570185395384033,0.4931895573212259,0.4724744608399546,0.4129188098628773,0.03476163450624291,0.12109818388195233,0.05681674864421742,0.029228149829738932,0.03720519611552527,0.6891609668693999,0.009080590238365494,0.04426787741203178,0.0,0.0028376844494892167,0.011492622020431328,0.2333792767958488,0.004918653045781309,0.23808172531214528,0.21570709040065852,0.34408213806624705,0.3533500572338016,0.0542904162225293,0.25396219360041966,0.05633461321438473,5
Volibear,0.002503669170335835,0.09010893503190001,0.10229770229770227,0.3312229270383747,0.7206682206682207,0.13752913752913754,0.12237762237762238,0.21140922867001663,0.6571560094533792,0.7753002007253712,0.7546620046620046,0.3234524032822255,0.9864348777955709,0.09673659673659674,0.9646076516447794,0.024708624708624713,0.1418026418026418,0.08741258741258741,0.09010893503190001,0.16083916083916083,0.026748519936586036,0.11447811447811447,0.002331002331002331,0.0743006993006993,0.06736596736596737,0.024475524475524476,0.5032051282051282,0.5104895104895105,0.5356249564917761,0.03583916083916084,0.08748543123543123,0.04182854182854182,0.027097902097902096,0.04074937408270741,0.682218940906174,0.006993006993006993,0.07342657342657342,0.0011655011655011655,0.002331002331002331,0.0,0.22069597069597063,0.006604506604506604,0.21736596736596736,0.16410587786026445,0.3545242636151727,0.32607150801561213,0.04460648568066956,0.21649682574312537,0.037024006024902044,5
Briar,0.0037957211870255315,0.09012591666921886,0.12870452528837617,0.34166655336799867,0.731159420289855,0.10559006211180125,0.15372670807453417,0.18299208744595805,0.6444516211943014,0.7715863110120136,0.7399068322981367,0.3501738555787527,0.9856037172388339,0.08695652173913043,0.9567667233935051,0.03260869565217391,0.17822636300897168,0.11645962732919254,0.09012591666921886,0.15698757763975157,0.05205862218252621,0.10231193926846101,0.003105590062111801,0.06444099378881987,0.06118012422360249,0.022774327122153208,0.4906832298136646,0.4394409937888199,0.49767207695810334,0.04930124223602485,0.10956909937888198,0.058833678398895785,0.043478260869565216,0.05279503105590061,0.6771295986900712,0.003105590062111801,0.07142857142857142,0.003105590062111801,0.0,0.001358695652173913,0.20097604259094937,0.006728778467908902,0.18711180124223603,0.1603532827821313,0.32368718238283456,0.3702914939835885,0.03493066933430515,0.20212936272855347,0.03706530461767076,5
